transientid,volunteer_1,volunteer_2,volunteer_3,volunteer_4,volunteer_5,volunteer_6,volunteer_7,volunteer_8,volunteer_9,volunteer_10,label
622914,0,0,0,0,0,0,0,0,0,0,0
622930,1,1,1,1,1,1,1,1,1,1,1
622953,1,1,1,1,1,1,1,1,1,1,1
622973,1,1,1,1,1,1,1,1,1,1,1
622984,0,0,0,0,1,0,0,1,0,0,0
622997,0,1,0,0,1,1,1,0,0,0,0
623027,1,1,1,1,1,1,1,1,0,0,1
623037,1,1,1,1,1,1,1,1,1,1,1
623044,0,0,0,0,0,0,0,0,0,0,0
623092,1,1,1,1,1,1,1,1,1,1,1
623187,1,1,1,1,1,1,1,1,0,1,1
623218,1,1,1,1,1,1,1,1,0,1,1
623222,0,0,0,0,0,0,0,0,0,0,0
629119,1,1,1,1,1,1,1,1,1,1,1
629144,0,0,0,0,0,0,0,0,0,0,0
629168,1,1,1,1,1,1,1,1,1,1,1
629169,1,0,1,1,1,0,0,1,0,0,1
631226,1,1,1,1,1,1,1,1,1,1,1
631232,0,0,0,0,0,0,0,0,0,0,0
631249,0,0,0,0,0,0,0,0,0,0,0
631295,0,0,0,0,0,0,0,0,0,0,0
632035,0,1,0,0,1,0,1,0,0,0,0
632084,0,0,0,0,1,0,0,0,0,0,0
632095,0,0,0,0,0,0,0,0,0,0,0
632101,0,0,0,0,0,0,0,0,0,0,0
632134,0,0,0,0,0,0,0,0,0,0,0
632208,1,1,1,1,1,1,1,1,1,1,1
632213,1,1,1,1,1,1,1,1,1,1,1
632270,1,0,1,1,1,1,1,1,0,0,1
632295,1,1,1,1,1,1,1,1,1,1,1
634982,0,1,0,0,1,0,0,0,0,0,0
635005,0,0,0,0,0,0,0,0,0,0,0
635056,1,1,1,1,1,1,1,1,1,1,1
635098,1,1,1,1,1,1,1,1,1,1,1
635102,0,0,0,0,0,0,0,0,0,0,0
635260,0,0,0,0,0,0,0,0,0,0,0
635794,0,0,0,0,0,0,0,0,0,0,0
635818,1,1,1,1,1,1,1,1,1,1,1
635845,0,0,0,0,0,0,0,0,0,0,0
635870,0,0,0,0,0,0,0,0,0,0,0
636449,0,0,0,0,0,0,0,0,0,0,0
636455,0,0,0,0,0,0,0,0,0,0,0
636474,0,1,0,0,1,1,0,0,0,0,0
637197,0,0,0,0,0,0,0,0,0,0,0
637198,0,0,0,0,1,0,0,0,0,0,0
637336,0,0,0,0,0,0,0,0,0,0,0
637347,0,0,0,0,0,0,0,0,0,0,0
639402,1,1,1,1,1,1,1,0,0,1,1
639437,0,0,0,0,0,0,0,0,0,0,0
639507,1,1,1,1,1,1,1,1,0,1,1
639524,1,1,1,1,1,1,1,1,0,1,1
639530,1,1,1,1,1,1,1,1,0,1,1
639586,1,1,1,1,1,1,1,1,1,1,1
640553,1,1,1,1,1,1,1,1,1,1,1
641096,0,0,0,0,0,0,0,0,0,0,0
641150,1,1,1,1,1,1,1,1,1,1,1
643175,1,1,1,1,1,0,0,0,0,0,1
643229,0,0,0,0,0,0,0,0,0,0,0
643264,1,1,1,1,1,1,1,1,0,1,1
643321,0,0,0,0,0,0,0,0,0,0,0
643350,1,1,1,1,1,1,1,0,1,0,1
644239,0,1,0,0,1,0,0,0,0,0,0
644252,1,1,1,1,1,1,1,1,1,1,1
644253,1,1,1,1,1,1,1,1,1,1,1
644277,0,0,0,0,0,0,0,0,0,0,0
644291,0,0,0,0,0,0,0,0,0,0,0
644310,0,0,0,0,0,0,0,0,0,0,0
644317,0,0,0,0,0,0,0,0,0,0,0
644325,0,0,0,0,0,0,0,0,0,0,0
644327,1,1,1,1,1,1,1,1,1,1,1
644358,0,0,0,0,0,0,0,0,0,0,0
646406,0,0,0,0,1,0,0,0,0,0,0
646481,0,0,0,0,1,0,0,0,0,0,0
646483,1,1,1,1,1,1,1,1,1,1,1
646565,0,0,0,0,0,0,0,0,0,0,0
646590,1,1,1,1,1,1,1,1,0,1,1
648340,0,0,0,0,0,0,0,0,0,0,0
648871,1,1,1,1,1,1,1,1,1,1,1
649431,0,0,0,0,0,0,0,0,0,0,0
649432,0,0,0,0,0,0,0,0,0,0,0
649435,1,1,1,1,1,1,1,1,1,1,1
651563,1,1,1,1,1,1,1,1,1,1,1
652171,1,1,1,1,1,1,1,1,1,1,1
653214,1,1,1,1,1,1,1,1,0,1,1
654912,0,0,0,0,0,0,0,0,0,0,0
656267,0,0,0,0,0,0,0,0,0,0,0
658284,0,0,0,0,0,0,0,0,0,0,0
662243,0,0,0,0,1,0,0,0,0,0,0
663594,1,1,1,0,1,1,1,1,0,1,1
664290,1,1,1,1,1,1,1,1,1,1,1
664311,0,0,0,0,0,0,0,0,0,0,0
666992,0,0,0,0,1,0,0,0,0,0,0
667002,1,1,1,1,1,1,1,1,1,1,1
667015,1,1,1,1,1,1,1,1,1,1,1
670333,0,0,0,0,0,0,0,0,0,0,0
670335,0,0,0,0,0,0,0,0,0,0,0
670397,0,0,0,0,0,0,0,0,0,0,0
670415,1,1,1,1,1,1,1,1,1,1,1
670420,0,0,0,0,0,0,0,0,0,0,0
672617,0,0,0,0,0,0,0,0,0,0,0
676035,0,0,0,0,1,0,0,0,0,0,0
676882,1,1,1,1,1,1,1,1,1,1,1
676886,0,0,0,0,0,0,0,0,0,0,0
677611,0,0,0,0,0,0,0,0,0,0,0
677616,0,0,0,0,0,0,0,0,0,0,0
677679,0,0,0,0,0,0,0,0,0,0,0
679735,0,0,0,0,0,0,0,0,0,0,0
679779,0,0,0,0,0,0,0,0,0,0,0
679780,0,0,0,0,0,0,0,0,0,0,0
679876,0,0,0,0,0,0,0,0,0,0,0
688014,0,0,0,0,0,0,0,0,0,0,0
688703,0,0,0,0,1,0,0,0,0,0,0
688734,1,1,1,1,1,1,1,1,1,1,1
688743,0,0,0,0,0,0,0,0,0,0,0
688753,0,1,1,1,0,1,1,1,0,1,1
688795,0,0,0,0,0,0,0,0,0,0,0
690780,0,0,0,0,1,0,0,0,0,0,0
690794,0,0,0,0,0,0,0,0,0,0,0
690848,0,0,0,0,0,0,0,0,0,0,0
691743,1,1,1,0,1,1,1,1,0,0,1
692136,0,0,0,0,0,0,0,0,0,0,0
693889,0,0,0,0,0,0,0,0,0,0,0
693935,1,1,1,1,1,1,0,1,1,0,1
694010,1,1,1,1,1,1,1,1,1,0,1
696434,1,1,1,1,1,1,1,1,1,1,1
697269,0,0,0,0,1,0,0,0,0,0,0
697272,0,0,0,0,0,0,0,0,0,0,0
704998,0,0,0,0,0,0,0,0,0,0,0
705001,0,0,0,0,1,0,0,0,0,0,0
705003,0,0,0,0,1,0,0,0,0,0,0
705021,0,0,0,0,1,0,0,0,0,0,0
706079,0,0,0,0,1,0,0,0,0,0,0
706138,1,1,1,1,1,1,1,1,1,1,1
712836,0,0,0,0,0,0,0,0,0,0,0
712837,0,0,0,0,1,0,0,0,0,0,0
716089,0,0,0,0,0,0,0,0,0,0,0
716114,1,1,1,1,1,1,1,1,1,1,1
716129,1,1,1,1,1,1,1,1,0,1,1
717777,0,0,0,0,1,0,0,0,0,0,0
717790,1,1,1,1,1,1,1,1,0,0,1
718381,1,1,1,1,1,1,1,1,1,1,1
718938,1,1,1,1,1,1,1,0,0,0,1
719450,0,0,0,0,0,0,0,0,0,0,0
719464,0,0,0,0,0,0,0,0,0,0,0
719492,0,0,0,0,0,0,0,0,0,0,0
719555,1,1,1,1,1,1,1,1,1,1,1
721105,0,0,0,0,1,0,0,0,0,0,0
721137,1,1,1,1,1,1,1,1,1,1,1
721149,1,1,1,1,1,1,1,1,1,1,1
721641,0,0,0,0,0,0,0,0,0,0,0
721670,1,1,1,1,1,1,1,1,1,1,1
721758,1,1,1,1,1,1,1,1,1,1,1
723262,0,0,0,0,1,0,0,0,0,0,0
723496,0,0,0,0,0,0,0,0,0,0,0
723815,1,1,1,1,1,1,1,1,1,1,1
723820,1,1,1,1,1,1,1,1,0,1,1
723886,0,0,0,0,0,0,0,0,0,0,0
723968,0,0,0,0,0,0,0,0,0,0,0
724190,0,0,0,0,0,0,0,0,0,0,0
724562,0,0,0,0,0,0,0,0,0,0,0
724567,0,0,0,0,0,0,0,0,0,0,0
724722,0,0,0,0,0,0,0,0,0,0,0
726353,0,0,0,0,0,0,0,0,0,0,0
726406,0,0,0,0,0,0,0,0,0,0,0
730230,1,1,1,1,1,1,1,1,1,1,1
732768,0,0,0,0,0,0,0,0,0,0,0
732920,0,0,0,0,0,0,0,0,0,0,0
733591,1,1,1,1,1,1,1,1,1,0,1
733625,0,0,0,0,0,0,0,0,0,0,0
733676,1,1,1,1,1,1,1,1,1,1,1
733880,1,1,1,1,1,1,1,1,1,1,1
733882,1,1,1,1,1,1,1,1,1,1,1
733975,1,1,1,1,1,1,1,1,1,1,1
735179,1,1,1,1,1,1,1,1,1,1,1
735218,1,1,1,1,1,1,1,1,1,1,1
735919,0,0,0,0,0,0,0,0,0,0,0
736010,1,1,1,1,1,1,1,1,1,1,1
736013,0,0,0,0,0,0,0,0,0,0,0
740545,0,0,0,0,0,0,0,0,0,0,0
740550,0,0,0,0,0,0,0,0,0,0,0
740583,1,1,1,1,1,1,1,1,1,1,1
740726,1,1,1,1,1,1,1,1,1,1,1
741828,1,1,1,1,1,1,1,1,1,1,1
741849,0,0,0,0,0,0,0,0,0,0,0
741902,1,1,1,1,1,1,1,1,1,1,1
741966,1,1,1,1,1,1,1,1,1,1,1
742447,0,0,0,0,1,0,0,0,0,0,0
742456,0,0,0,0,1,0,0,0,0,0,0
742546,0,0,0,0,0,0,0,0,0,0,0
742564,1,1,1,1,1,1,1,1,1,1,1
742597,0,0,0,0,0,0,0,0,0,0,0
742646,0,0,0,0,0,0,0,0,0,0,0
742736,1,1,1,1,1,1,1,1,1,1,1
742840,0,0,0,0,0,0,0,0,0,0,0
743391,0,0,0,0,1,0,0,0,0,0,0
743486,0,0,0,0,0,0,0,0,0,0,0
743535,1,1,1,1,1,1,1,1,1,1,1
743541,0,0,0,0,0,0,0,0,0,0,0
745025,1,1,1,1,1,1,1,1,1,1,1
745381,0,0,0,0,1,0,0,0,0,0,0
751999,1,1,1,1,1,1,1,1,1,1,1
752348,1,1,1,1,1,1,1,1,1,1,1
752371,1,1,1,1,1,1,1,1,1,1,1
753447,0,0,0,0,1,0,0,0,0,0,0
764741,1,1,1,1,1,1,1,1,1,1,1
764751,1,1,1,1,1,1,1,1,1,1,1
764883,0,1,0,0,1,0,0,0,0,0,0
764886,1,1,1,1,1,1,1,1,1,1,1
764887,0,0,0,0,1,0,0,0,0,0,0
769064,0,0,0,0,0,0,0,0,0,0,0
769518,0,0,0,0,0,0,0,0,0,0,0
769598,1,1,1,1,1,1,1,1,1,1,1
770164,1,1,1,1,1,1,1,1,1,1,1
770349,0,0,0,0,0,0,0,0,0,0,0
770350,0,0,0,0,0,0,0,0,0,0,0
770512,1,1,1,1,1,1,1,1,1,1,1
770653,0,0,0,0,0,0,0,0,0,0,0
770754,1,1,1,1,1,1,1,1,1,1,1
770779,0,0,0,0,0,0,0,0,0,0,0
771288,0,0,0,0,0,0,0,0,0,0,0
771348,0,1,0,1,0,1,0,0,0,0,0
771435,0,0,0,0,0,0,0,0,0,0,0
771767,0,0,0,0,0,0,0,0,0,0,0
771882,1,1,1,1,1,1,1,1,0,1,1
772097,0,0,0,0,0,0,0,0,0,0,0
772121,0,1,0,1,0,1,0,0,0,0,0
772386,0,0,0,0,0,0,0,0,0,0,0
772443,0,0,0,0,0,0,0,0,0,0,0
772582,0,0,0,0,0,0,0,0,0,0,0
772766,0,1,0,1,0,1,0,0,0,0,0
772822,0,0,0,0,0,0,0,0,0,0,0
772828,1,1,1,1,1,1,1,1,1,1,1
772919,0,0,0,0,0,0,0,0,0,0,0
772982,0,0,0,0,1,0,0,0,0,0,0
773084,0,0,0,0,0,0,0,0,0,0,0
773274,0,0,0,0,0,0,0,0,0,0,0
773339,0,0,0,0,0,0,0,0,0,0,0
774122,1,1,1,1,1,1,1,1,1,1,1
774393,1,1,1,1,1,1,1,1,1,0,1
779745,1,1,1,1,1,1,1,1,1,1,1
779786,1,1,1,1,1,1,1,1,1,1,1
780319,0,0,0,1,0,0,0,0,0,0,0
780350,1,1,1,1,1,1,1,1,1,1,1
780415,1,1,1,1,1,1,1,1,1,1,1
780419,0,0,0,0,0,0,0,0,0,0,0
781141,1,1,1,1,0,1,1,1,0,0,1
781180,1,1,1,1,1,1,1,1,1,1,1
781213,1,1,1,1,1,1,1,1,1,1,1
781267,1,1,1,1,1,1,1,1,1,1,1
781280,1,1,1,1,1,1,1,1,1,1,1
781290,0,0,0,0,0,0,0,0,0,0,0
781594,1,1,1,1,1,1,1,1,1,1,1
781605,1,1,1,1,1,1,1,1,1,1,1
783594,0,1,1,1,1,1,1,1,0,1,1
783610,0,0,0,0,1,0,0,0,0,0,0
783619,0,0,0,0,1,0,0,0,0,0,0
783633,0,0,0,0,0,0,0,0,0,0,0
783651,1,1,1,1,1,1,1,0,1,0,1
783671,0,0,1,0,1,0,0,0,0,0,0
783673,0,0,0,0,0,0,0,0,0,0,0
783718,1,1,1,1,1,1,1,1,1,1,1
784324,1,1,1,1,1,1,1,1,1,1,1
785873,1,1,1,1,1,1,1,1,1,1,1
785899,1,1,1,1,1,1,1,1,1,1,1
785943,1,1,1,1,1,1,1,1,1,1,1
785967,1,1,1,1,1,1,1,1,1,1,1
786947,1,1,1,1,1,1,1,1,1,1,1
789639,0,0,0,0,0,0,0,0,0,0,0
790749,1,1,1,1,1,1,1,1,1,1,1
791956,0,0,0,0,0,0,0,0,0,0,0
791961,0,0,0,0,0,0,0,0,0,0,0
792003,0,0,0,0,0,0,0,0,0,0,0
792119,0,0,0,0,0,0,0,0,0,0,0
792126,1,1,1,1,1,1,1,0,1,0,1
792323,0,0,0,0,0,0,0,0,0,0,0
793885,1,1,1,1,1,1,1,1,1,1,1
793930,0,0,0,0,0,0,0,0,0,0,0
794910,1,1,1,1,1,1,1,1,1,1,1
794994,0,0,0,0,1,0,0,0,0,0,0
795006,1,1,1,1,1,1,1,1,1,0,1
795122,1,1,1,1,1,1,1,1,1,1,1
795264,0,0,0,0,0,1,0,0,0,0,0
795294,0,0,0,0,0,0,0,0,0,0,0
795344,1,1,1,1,1,1,1,1,1,1,1
796414,1,1,1,1,1,1,1,1,1,1,1
796534,1,1,1,1,1,1,1,1,0,1,1
796541,1,1,1,1,1,1,1,1,1,1,1
798620,0,0,0,0,0,0,0,0,0,0,0
798643,0,0,0,0,0,0,0,0,0,0,0
798651,0,0,0,0,0,0,0,0,0,0,0
798684,0,0,0,0,0,0,0,0,0,0,0
798777,1,1,1,1,1,1,1,1,0,1,1
798806,1,1,1,1,1,1,1,1,0,1,1
798839,1,1,1,1,1,1,1,1,1,1,1
798842,1,1,1,1,1,1,1,1,1,1,1
798849,1,1,1,1,1,1,1,1,1,1,1
798879,1,1,1,1,1,1,1,1,1,1,1
798882,1,1,1,1,1,1,1,1,1,1,1
798889,1,1,1,1,0,1,1,1,0,0,1
799297,1,1,1,1,1,1,1,1,1,1,1
799302,1,1,1,1,1,0,1,1,0,0,1
799347,1,1,1,1,1,1,1,1,1,1,1
799487,1,1,1,1,1,1,1,1,1,1,1
799596,1,1,1,1,1,1,1,1,1,1,1
799598,1,1,1,1,1,1,1,1,1,1,1
799684,1,1,1,1,1,1,1,1,0,0,1
799877,1,0,0,1,0,0,0,0,0,0,0
799917,1,1,0,1,1,1,1,1,0,1,1
799933,1,0,0,0,0,0,0,0,0,0,0
799959,1,0,0,0,0,0,0,0,0,0,0
800015,0,0,0,0,0,0,0,0,0,0,0
800022,0,0,0,0,1,0,0,0,0,0,0
800036,0,0,0,0,0,0,0,0,0,0,0
801014,0,0,0,0,0,0,0,0,0,0,0
801056,1,1,1,1,1,1,1,1,1,1,1
801103,0,0,0,0,1,1,0,0,0,0,0
801651,0,1,1,1,1,1,1,1,0,1,1
802247,0,0,0,0,0,0,0,0,0,0,0
802330,0,0,0,0,0,0,0,0,0,0,0
802419,0,1,1,1,1,1,1,0,0,0,1
802673,1,1,1,1,1,1,1,1,1,1,1
802971,0,0,0,0,0,0,0,0,0,0,0
803013,1,1,1,1,1,1,1,1,1,1,1
803036,1,1,1,1,1,1,1,1,0,0,1
811154,1,1,1,1,1,1,1,1,1,1,1
811614,0,0,0,0,0,0,0,0,0,0,0
811616,0,0,0,0,0,0,0,0,0,0,0
811676,0,0,0,0,0,0,0,0,0,0,0
811696,0,0,0,0,0,0,0,0,0,0,0
812445,1,1,1,1,1,1,1,1,1,1,1
812479,1,1,1,1,1,1,1,1,1,1,1
812517,0,0,0,0,0,0,0,0,0,0,0
815074,0,1,1,1,1,1,1,1,0,1,1
816018,1,1,1,1,1,1,1,1,0,0,1
816052,0,0,0,0,0,0,0,0,0,0,0
816078,1,1,1,1,1,1,1,1,1,1,1
816086,0,0,0,0,0,0,0,0,0,0,0
816090,1,1,1,1,1,1,1,1,0,1,1
816194,1,1,1,1,1,1,1,1,1,1,1
816850,1,1,1,1,1,1,1,1,1,1,1
817739,1,1,1,1,1,1,1,1,1,1,1
818087,0,0,0,0,0,0,0,0,0,0,0
818093,1,1,1,1,1,1,1,1,1,1,1
818610,1,1,1,1,0,1,1,0,0,0,1
818613,0,0,0,0,1,0,1,0,0,0,0
818650,1,1,1,1,1,1,1,1,0,1,1
818682,1,1,1,1,1,1,1,1,1,1,1
818742,0,0,0,0,0,0,0,0,0,0,0
820318,1,1,1,1,1,1,1,1,0,1,1
820394,0,0,0,0,0,0,0,0,0,0,0
820404,0,1,0,0,0,0,0,0,0,0,0
820408,0,1,0,0,1,1,0,1,0,0,0
820421,0,1,0,0,1,1,0,1,0,0,0
820432,0,1,0,0,1,1,0,1,0,0,0
820433,0,1,0,0,1,1,0,1,0,0,0
820924,0,0,0,0,1,0,0,0,0,0,0
820954,1,1,1,1,1,1,1,1,1,1,1
821868,1,1,1,1,1,1,1,1,1,1,1
822192,0,0,0,0,1,0,0,0,0,0,0
823522,0,0,0,0,1,0,0,0,0,0,0
823609,0,0,0,0,1,0,0,0,0,0,0
824454,1,1,1,1,1,1,1,1,1,1,1
824485,1,1,1,1,1,1,1,1,1,1,1
824506,0,0,0,0,0,0,0,0,0,0,0
824571,0,0,0,0,0,0,0,0,0,0,0
824843,1,1,1,1,1,1,1,1,1,1,1
825902,0,1,1,1,1,1,1,0,1,0,1
825947,0,1,0,0,1,1,0,0,0,0,0
827163,0,0,0,0,0,0,0,0,0,0,0
827177,1,1,1,1,1,1,1,1,1,1,1
827188,0,0,0,0,1,0,0,0,0,0,0
831121,1,1,1,1,1,1,1,1,1,1,1
831182,0,0,0,0,1,0,0,0,0,0,0
832397,1,0,0,1,0,0,0,0,0,1,0
832512,0,0,0,0,0,0,0,0,0,0,0
833438,1,1,1,1,1,1,1,1,1,1,1
833650,1,1,1,1,1,1,1,1,0,0,1
833787,1,1,1,1,1,1,1,1,0,1,1
834764,1,1,1,1,1,1,1,1,1,1,1
835667,1,1,1,1,1,1,1,1,1,1,1
835782,0,0,0,0,0,0,0,0,0,0,0
835856,0,0,0,0,0,0,0,0,0,0,0
835969,1,1,1,1,1,1,1,1,1,1,1
836139,0,0,0,0,1,0,0,0,0,0,0
837230,1,1,1,1,1,1,1,1,1,1,1
843905,0,0,0,0,1,0,0,0,0,0,0
844570,0,0,0,0,1,0,0,0,0,0,0
844577,0,0,0,0,0,0,0,0,0,0,0
844645,0,0,0,0,1,0,0,0,0,0,0
844750,1,1,1,1,1,1,1,1,1,1,1
844766,0,1,0,0,1,0,0,0,0,0,0
844796,0,0,0,0,0,0,0,0,0,0,0
845099,0,0,0,0,1,0,0,0,0,0,0
845223,0,0,0,0,0,0,0,0,0,0,0
845280,1,1,1,1,1,1,1,1,1,1,1
848272,0,1,0,0,1,0,0,0,0,0,0
848294,1,1,0,0,1,1,1,1,0,0,1
848313,1,1,1,1,1,1,1,1,1,1,1
848321,1,1,1,1,1,1,1,1,1,1,1
848344,1,1,1,1,1,1,1,1,1,1,1
849483,1,1,1,1,1,1,1,1,0,0,1
850349,0,0,0,0,0,0,0,0,0,0,0
850385,0,1,1,0,1,0,0,0,0,1,0
850520,0,0,0,0,0,0,0,0,0,0,0
850605,0,0,0,0,0,0,0,0,0,0,0
851333,1,0,0,0,0,0,0,0,0,0,0
851343,0,0,0,0,0,0,0,0,0,0,0
851350,0,0,0,1,0,0,0,0,0,0,0
851357,0,0,0,0,0,0,0,0,0,0,0
851395,0,0,0,0,0,0,0,0,0,0,0
851500,1,1,1,1,1,1,1,1,0,1,1
852753,0,0,0,0,0,0,0,0,0,0,0
853014,0,0,0,0,0,0,0,0,0,0,0
853217,0,0,0,0,0,0,0,0,0,0,0
853355,0,0,0,0,0,0,0,0,0,0,0
853437,0,0,0,0,0,0,0,0,0,0,0
853460,1,1,1,1,1,1,1,1,1,1,1
853590,0,0,0,0,1,0,0,0,0,0,0
853701,1,1,1,1,1,1,1,1,1,1,1
853717,0,0,0,0,0,0,0,0,0,0,0
853751,1,1,1,1,1,1,1,1,1,1,1
853779,0,0,0,0,1,0,0,0,0,0,0
853973,1,1,1,1,1,1,1,1,1,1,1
855028,0,0,0,0,0,0,0,0,0,0,0
855045,0,0,0,0,0,0,0,0,0,0,0
855117,0,0,0,0,0,0,0,0,0,0,0
855536,0,0,0,0,1,0,0,0,0,0,0
855702,0,0,0,0,0,0,0,0,0,0,0
856849,0,0,0,0,1,0,0,0,0,0,0
856979,1,1,1,1,1,1,1,1,1,1,1
856998,1,1,1,1,1,1,1,1,1,1,1
859179,0,1,0,0,1,0,0,0,0,0,0
859205,1,1,1,1,1,1,1,1,1,1,1
859210,1,1,0,1,1,1,1,1,1,1,1
859253,1,1,1,1,1,1,1,1,1,1,1
859306,1,1,1,1,1,1,1,1,1,1,1
860105,1,1,1,1,1,1,1,1,1,1,1
860710,1,1,1,1,1,1,1,1,1,1,1
860775,1,1,1,1,1,1,1,1,0,1,1
860783,1,1,1,1,1,1,1,1,1,1,1
860786,1,1,1,1,1,1,1,1,1,1,1
860787,1,1,1,1,1,1,1,1,0,1,1
860793,0,0,0,0,0,0,0,0,0,0,0
860826,0,0,0,0,0,0,0,0,0,0,0
860827,1,1,1,1,1,1,1,1,1,1,1
860829,0,0,0,0,0,0,0,0,0,0,0
860879,0,1,0,1,0,1,0,0,0,0,0
860880,1,1,1,1,1,1,1,1,1,1,1
860906,1,1,1,1,1,1,1,1,1,1,1
860939,0,0,0,0,0,0,0,0,0,0,0
860962,1,1,1,1,1,1,1,1,1,1,1
861034,0,1,0,0,1,1,0,0,0,0,0
861084,0,0,0,0,0,0,0,0,0,0,0
861085,1,1,1,1,1,1,1,1,1,1,1
861164,1,1,1,1,1,1,1,1,1,1,1
861171,1,1,1,1,1,1,1,0,1,0,1
861760,1,1,1,1,1,1,1,1,1,1,1
862913,0,0,0,1,0,0,0,0,0,0,0
862947,0,1,0,0,0,0,0,0,0,0,0
862994,0,0,0,0,0,0,0,0,0,0,0
863011,0,0,0,0,1,0,0,0,0,0,0
863012,1,1,0,1,1,1,0,1,0,1,1
863023,1,1,1,1,1,1,1,1,1,1,1
863044,1,1,1,1,1,1,1,1,1,1,1
863923,1,1,1,1,1,1,1,1,0,1,1
863974,1,1,1,1,1,1,1,1,1,0,1
864008,1,1,1,1,1,1,1,1,1,1,1
866307,1,1,1,1,1,1,0,1,0,1,1
866308,1,1,1,1,1,1,1,1,0,1,1
866355,1,1,1,1,1,1,1,1,0,1,1
866406,0,0,0,1,0,0,0,0,0,0,0
866524,1,1,1,1,1,1,1,1,1,1,1
869395,0,0,0,0,0,0,0,0,0,0,0
870335,0,0,0,0,0,0,0,0,0,0,0
870532,0,0,0,0,0,0,0,0,0,0,0
871490,0,0,0,1,0,0,0,0,0,0,0
871606,0,0,0,0,0,0,0,0,0,0,0
872498,0,0,0,0,0,0,0,0,0,0,0
872531,0,0,0,0,0,0,0,0,0,0,0
872567,1,1,1,1,1,1,1,1,1,1,1
872705,0,0,0,0,0,0,0,0,0,0,0
872766,0,0,0,0,0,0,0,0,0,0,0
872836,0,0,0,1,0,0,0,0,0,0,0
873221,1,1,1,1,1,1,1,1,1,1,1
878997,1,1,1,0,1,1,1,1,1,0,1
880552,1,1,1,1,1,1,1,1,1,1,1
880609,0,1,1,1,1,0,1,1,0,0,1
881624,0,1,0,1,1,0,0,0,0,0,0
881639,1,1,1,1,1,1,1,1,1,1,1
881652,1,1,1,1,1,1,1,1,0,1,1
881746,0,0,0,0,0,0,0,0,0,0,0
883363,1,1,1,1,1,1,1,1,1,1,1
885345,1,1,1,1,1,1,1,1,1,1,1
887976,0,0,0,1,0,0,0,0,0,0,0
887984,0,1,1,1,1,1,0,0,1,0,1
888081,0,1,1,1,1,1,0,1,0,1,1
888449,1,1,1,1,1,1,1,1,0,1,1
888453,1,1,1,1,1,1,1,1,1,1,1
888455,1,1,1,1,1,1,1,1,1,1,1
888467,1,1,1,1,1,1,1,1,1,1,1
888514,1,1,1,1,1,1,1,1,0,1,1
888523,1,1,1,1,1,1,1,1,1,1,1
888556,1,1,1,1,1,1,1,1,1,1,1
888572,1,1,1,1,1,1,1,1,1,1,1
888588,1,1,1,1,1,1,1,1,1,1,1
888598,1,1,1,1,1,1,1,1,1,1,1
888704,0,0,0,0,0,0,0,0,0,0,0
888713,1,1,1,1,1,1,1,1,1,1,1
889212,1,1,1,1,1,1,1,1,1,1,1
889311,0,0,0,0,0,0,0,0,0,0,0
902387,1,1,1,1,1,1,1,1,1,1,1
902417,1,1,1,1,1,1,1,1,0,1,1
902638,0,0,0,1,0,0,0,0,0,0,0
902983,0,0,0,0,0,0,0,0,0,0,0
903031,1,1,1,1,1,1,1,1,1,1,1
903049,1,1,1,1,1,1,1,1,0,1,1
903060,0,0,0,0,0,0,0,0,0,0,0
903307,0,1,0,0,0,0,0,0,0,0,0
903363,0,0,0,0,0,0,0,0,0,0,0
903397,1,1,1,1,1,1,1,1,1,1,1
903830,1,1,1,1,1,1,1,1,1,1,1
903907,0,0,0,1,0,0,0,0,0,0,0
904148,1,1,1,1,1,1,1,1,0,1,1
904240,0,0,0,1,0,0,0,0,0,0,0
909582,0,0,0,0,0,0,0,0,0,0,0
910719,0,0,0,1,1,0,0,0,0,0,0
910972,0,0,0,1,0,0,0,0,0,0,0
911045,0,0,0,0,0,0,0,0,0,0,0
911067,1,1,1,1,1,1,1,1,1,1,1
911226,0,0,0,1,0,0,0,0,0,0,0
911290,0,0,0,0,0,0,0,0,0,0,0
911296,0,0,0,0,0,0,0,0,0,0,0
911355,0,0,0,0,0,0,0,0,0,0,0
911408,1,1,1,1,1,0,1,1,1,1,1
911806,0,0,0,0,0,0,0,0,0,0,0
911937,0,0,0,0,0,0,0,0,0,0,0
912177,0,0,0,0,0,0,0,0,0,0,0
912520,1,1,1,1,1,1,1,1,1,1,1
912635,0,0,0,0,0,0,0,0,0,0,0
912692,0,0,0,1,0,0,0,0,0,0,0
912727,0,0,0,0,0,0,0,0,0,0,0
912826,0,0,0,0,0,0,0,0,0,0,0
913131,1,1,1,1,1,1,1,1,1,1,1
913201,0,0,0,0,0,0,0,0,0,0,0
913238,0,0,0,0,0,0,0,0,0,0,0
913367,0,0,0,1,0,0,0,0,0,0,0
913385,0,0,0,0,0,0,0,0,0,0,0
913484,0,0,0,0,0,0,0,0,0,0,0
913568,0,0,0,0,0,0,0,0,0,0,0
913841,1,1,1,1,1,1,1,1,1,0,1
924937,0,0,0,0,0,0,0,0,0,0,0
924949,1,1,1,1,1,1,1,1,1,1,1
925064,1,1,0,1,1,0,1,1,0,0,1
925082,1,1,1,1,1,1,1,1,0,1,1
925528,1,1,1,1,1,1,1,0,0,1,1
925546,1,1,1,1,1,1,1,1,1,1,1
